1341,Student Privacy Protection Act,2015-05-14,2015-05-14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1342,"A bill to require the Secretary of Energy to conduct a study and issue a report that quantifies the energy savings benefits of operational efficiency programs and services for commercial, institutional, industrial, and governmental entities.",2015-05-14,2016-09-08,Conference held.
1343,"A bill to require the Administrator of the National Oceanic and Atmospheric Administration to maintain a project to improve hurricane forecasting, and for other purposes.",2015-05-14,2016-12-02,Message on Senate action sent to the House.
1344,"A bill to clarify that nonprofit organizations such as Habitat for Humanity can accept donated mortgage appraisals, and for other purposes.",2015-05-14,2015-05-14,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
1345,Access to Quality Diabetes Education Act of 2015,2015-05-14,2015-04-14,Referred to the Subcommittee on Health.
1346,E-Prize Competition Pilot Program Act of 2015,2015-05-14,2016-10-07,Became Public Law No: 114-232.
1347,"S. 1347, Electronic Health Fairness Act of 2015",2015-05-14,2015-03-13,"Reported (Amended) by the Committee on Ways and Means. H. Rept. 114-40, Part I."
1348,ROAD Act of 2015,2015-05-14,2015-05-14,Read twice and referred to the Committee on Environment and Public Works. (Sponsor introductory remarks on measure: CR S2935)
1349,"S. 1349, Notice of Observation Treatment and Implication for Care Eligibility Act",2015-05-14,2015-08-06,Became Public Law No: 114-42.
135,Secure Data Act of 2015,2015-01-08,2015-03-16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1350,Surface Transportation Extension Act of 2015,2015-05-14,2015-10-29,Became Public Law No: 114-73.
1351,Firearms Interstate Commerce Reform Act,2015-05-14,2015-03-31,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1352,Children of Fallen Heroes Scholarship Act,2015-05-14,2016-05-17,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1353,Ensuring Access to Justice for Claims Against the United States Act,2015-05-14,2015-05-14,Read twice and referred to the Committee on the Judiciary.
1354,Medicare Patient Access to Hospice Act of 2015,2015-05-14,2015-03-27,Referred to the Subcommittee on Health.
1355,College Affordability and Innovation Act of 2015,2015-05-14,2015-05-14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1356,National Defense Authorization Act for Fiscal Year 2016,2015-05-14,2015-11-25,Became Public Law No: 114-92.
1357,"A bill to extend authority relating to roving surveillance, access to business records, and individual terrorists as agents of foreign powers under the Foreign Intelligence Surveillance Act of 1978 until July 31, 2015, and for other purposes.",2015-05-14,2015-04-22,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 60.
1358,Hmong Veterans' Service Recognition Act,2015-05-14,2015-05-14,Referred to the House Committee on Veterans' Affairs.
1359,E-Warranty Act of 2015,2015-05-14,2015-07-09,Amendment SA 2214 agreed to in Senate by Unanimous Consent.
136,Gold Star Fathers Act of 2015,2015-01-08,2015-10-07,Became Public Law No: 114-62.
1360,"A bill to amend the limitation on liability for passenger rail accidents or incidents under section 28103 of title 49, United States Code, and for other purposes.",2015-05-18,2015-05-18,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1361,A bill to amend the Internal Revenue Code of 1986 to extend and improve the Indian coal production tax credit.,2015-05-18,2015-03-19,Referred to the House Committee on Ways and Means.
1362,"S. 1362, PACE Innovation Act of 2015",2015-05-18,2015-09-18,Subcommittee Hearings Held.
1363,"A bill to require the Secretary of Energy to submit to Congress a report assessing the capability of the Department of Energy to authorize, host, and oversee privately funded fusion and fission reactor prototypes and related demonstration facilities at sites owned by the Department of Energy.",2015-05-18,2015-05-20,Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.
1364,Medicaid Generic Drug Price Fairness Act of 2015,2015-05-18,2015-05-18,Read twice and referred to the Committee on Finance.
1365,Authorized Rural Water Projects Completion Act,2015-05-18,2015-06-18,Committee on Energy and Natural Resources Senate Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 114-399.
1366,"A bill to amend the charter of the Gold Star Wives of America to remove the restriction on the federally chartered corporation, and directors and officers of the corporation, attempting to influence legislation.",2015-05-18,2015-05-18,Read twice and referred to the Committee on the Judiciary.
1367,A bill to amend the Federal Home Loan Bank Act with respect to membership eligibility of certain institutions.,2015-05-18,2015-05-18,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
1368,SIGMA Act of 2015,2015-05-19,2015-11-16,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
1369,Helping Schools Protect Our Children Act of 2015,2015-05-19,2015-11-16,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
137,Taxpayer Protection and Preparer Proficiency Act of 2015,2015-01-08,2015-12-04,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1370,Support for Bridges Act,2015-05-19,2015-05-19,Read twice and referred to the Committee on Environment and Public Works.
1371,Inclusive Prosperity Act of 2015,2015-05-19,2015-05-19,Read twice and referred to the Committee on Finance.
1372,American Crude Oil Export Equality Act,2015-05-19,2015-03-02,Referred to the Subcommittee on Energy and Mineral Resources.
1373,College for All Act,2015-05-19,2015-03-19,Referred to the House Committee on Ways and Means.
1374,Foreign Medical School Accountability Fairness Act of 2015,2015-05-19,2015-11-16,Referred to the Subcommittee on Higher Education and Workforce Training.
1375,America's Red Rock Wilderness Act of 2015,2015-05-19,2015-06-10,Referred to the Subcommittee on Federal Lands.
1376,"S. 1376, National Defense Authorization Act for Fiscal Year 2016",2015-05-19,2015-01-21,Sponsor introductory remarks on measure. (CR H433)
1377,CEJA,2015-05-19,2016-05-26,Referred to the House Committee on the Judiciary.
1378,"S. 1378, Bonuses for Cost-Cutters Act of 2016",2015-05-19,2016-11-14,"Placed on the Union Calendar, Calendar No. 646."
1379,African Free Trade Initiative Act,2015-05-19,2015-05-19,Read twice and referred to the Committee on Finance.
138,I Teach Act of 2015,2015-01-08,2015-08-05,Read twice and referred to the Committee on Finance.
1380,Strong Start for America's Children Act of 2015,2015-05-19,2015-05-19,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1381,Trade Transparency Act of 2015,2015-05-19,2015-05-19,Read twice and referred to the Committee on Finance.
1382,Every Child Deserves a Family Act,2015-05-19,2015-06-01,Referred to the Subcommittee on Human Resources.
1383,Consumer Financial Protection Bureau Accountability Act of 2015,2015-05-19,2016-09-14,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 627.
1384,Andrew's Law,2015-05-19,2015-05-19,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1385,Firearm Act of 2015,2015-05-19,2015-05-19,Read twice and referred to the Committee on the Judiciary.
1386,Icebreaker Recapitalization Act,2015-05-19,2015-05-19,Read twice and referred to the Committee on Armed Services.
1387,Supplemental Security Income Restoration Act of 2015,2015-05-19,2015-05-19,Read twice and referred to the Committee on Finance.
1388,Cuba Normalization Accountability Act of 2015,2015-05-19,2015-05-19,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
1389,Cuba DATA Act,2015-05-19,2015-05-19,Read twice and referred to the Committee on Foreign Relations.
139,Ensuring Access to Clinical Trials Act of 2015,2015-01-08,2015-09-18,Subcommittee Hearings Held.
1390,Native American Indian Education Act,2015-05-20,2015-05-20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1391,CCM-CARE Act,2015-05-20,2015-05-22,Referred to the Subcommittee on Health.
1392,Safer Prescribing of Controlled Substances Act,2015-05-20,2015-05-20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1393,REPAIR Act,2015-05-20,2015-05-20,Read twice and referred to the Committee on Environment and Public Works.
1394,Columbia River Basin Restoration Act of 2015,2015-05-20,2015-05-21,Referred to the Subcommittee on Water Resources and Environment.
1395,A bill to reinstate certain mining claims in the State of Alaska.,2015-05-20,2015-05-20,Read twice and referred to the Committee on Energy and Natural Resources. (Sponsor introductory remarks on measure: CR S3185-3186)
1396,Value-Based Insurance Design Seniors Copayment Reduction Act of 2015,2015-05-20,2015-05-20,Read twice and referred to the Committee on Finance.
1397,ITIN Reform Act of 2015,2015-05-20,2015-05-20,Referred to the House Committee on Ways and Means.
1398,Energy Title of America COMPETES Reauthorization Act of 2015,2015-05-20,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
1399,Small Business Expensing Act of 2015,2015-05-20,2015-05-20,Read twice and referred to the Committee on Finance.
14,Scofield Land Transfer Act,2015-01-06,2015-01-06,Read twice and referred to the Committee on Energy and Natural Resources.
140,Combat Human Trafficking Act of 2015,2015-01-08,2015-01-08,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S105-106; text of measure as introduced: CR S106-107)
1400,Veterans Small Business Enhancement Act of 2015,2015-05-20,2015-05-01,Referred to the House Committee on Small Business.
1401,"A bill to provide for the annual designation of cities in the United States as an ""American World War II City"".",2015-05-20,2015-04-07,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.
1402,Patents for Humanity Program Improvement Act,2015-05-20,2016-05-27,Referred to the House Committee on the Judiciary.
1403,Florida Fisheries Improvement Act,2015-05-20,2016-12-09,"By Senator Thune from Committee on Commerce, Science, and Transportation filed written report. Report No. 114-398."
1404,State Transportation Flexibility Act,2015-05-20,2015-05-20,Read twice and referred to the Committee on Environment and Public Works.
1405,Severe Fuel Supply Emergency Response Act of 2015,2015-05-20,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
1406,Saving Access to Compounded Medications for Special Needs Patients Act,2015-05-20,2015-05-20,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1407,Public Land Renewable Energy Development Act of 2015,2015-05-20,2016-07-13,Subcommittee Hearings Held.
1408,Vehicle Innovation Act of 2015,2015-05-20,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
1409,Supporting Positive Outcomes After Release Act,2015-05-21,2015-05-21,Read twice and referred to the Committee on Finance.
141,Protecting Seniors' Access to Medicare Act of 2015,2015-01-08,2015-01-08,Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S107)
1410,Treatment and Recovery Investment Act,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1411,Presidential Allowance Modernization Act of 2016,2015-05-21,2016-06-07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 507.
1412,Housing for Homeless Students Act of 2015,2015-05-21,2016-05-19,Referred to the House Committee on Ways and Means.
1413,Higher Education Tax Benefit Compliance Improvement Act,2015-05-21,2015-05-21,Read twice and referred to the Committee on Finance.
1414,Rhode Island Fishermen's Fairness Act,2015-05-21,2015-06-16,"Referred to the Subcommittee on Water, Power and Oceans."
1415,Small Business Stability Act,2015-05-21,2015-05-21,Read twice and referred to the Committee on Finance.
1416,"A bill to amend title 54, United States Code, to limit the authority to reserve water rights in designating a national monument.",2015-05-21,2016-09-22,Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 114-509.
1417,United States Grain Standards Act Reauthorization Act of 2015,2015-05-21,2015-05-21,Placed on Senate Legislative Calendar under General Orders. Calendar No. 90.
1418,Judicial Transparency and Ethics Enhancement Act of 2015,2015-05-21,2015-05-21,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S3240-3241; text of measure as introduced: CR S3241)
1419,Native Language Immersion Student Achievement Act,2015-05-21,2016-02-29,Placed on Senate Legislative Calendar under General Orders. Calendar No. 376.
142,"S. 142, Child Nicotine Poisoning Prevention Act of 2015",2015-01-08,2015-03-20,"Referred to the Subcommittee on Commerce, Manufacturing, and Trade."
1420,Energy Markets Act of 2015,2015-05-21,2016-09-08,Conference held.
1421,Orphan Product Extensions Now Accelerating Cures and Treatments Act of 2015,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1422,Energy Workforce for the 21st Century Act of 2015,2015-05-21,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
1423,Central Coast Heritage Protection Act,2015-05-21,2016-04-21,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 114-500."
1424,Microbead-Free Waters Act of 2015,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1425,Promoting New Manufacturing Act,2015-05-21,2015-05-22,Referred to the Subcommittee on Energy and Power.
1426,Physical Therapist Workforce and Patient Access Act of 2015,2015-05-21,2015-05-15,Referred to the Subcommittee on Health.
1427,Quality Measure Alignment Act of 2015,2015-05-21,2015-05-21,Read twice and referred to the Committee on Finance.
1428,Excess Uranium Transparency and Accountability Act,2015-05-21,2015-05-22,Referred to the Subcommittee on Energy and Power.
1429,Charitable Agricultural Research Act,2015-05-21,2015-06-18,Referred to the House Committee on Ways and Means.
143,"S. 143, United States Merchant Marine Academy Improvements Act of 2015",2015-01-09,2015-07-13,Held at the desk.
1430,Marine Oil Spill Prevention Act,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (Sponsor introductory remarks on measure: CR S3241-3242)"
1431,Prescription Drug Abuse Prevention and Treatment Act of 2015,2015-05-21,2015-05-21,Read twice and referred to the Committee on Finance.
1432,Carbon Fiber Recycling Act of 2015,2015-05-21,2015-09-29,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 241.
1433,Improving Driver Safety Act of 2015,2015-05-21,2016-05-23,Placed on Senate Legislative Calendar under General Orders. Calendar No. 478.
1434,Energy Storage Promotion and Deployment Act of 2015,2015-05-21,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
1435,Organ Donation Awareness and Promotion Act of 2015,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1436,"S. 1436, Nevada Native Nations Land Act",2015-05-21,2016-04-15,Held at the desk.
1437,Modular Airborne Firefighting System Flexibility Act,2015-05-21,2015-05-21,Read twice and referred to the Committee on Armed Services.
1438,Allowing Greater Access to Safe and Effective Contraception Act,2015-05-21,2015-05-21,Read twice and referred to the Committee on Finance.
1439,Foster Youth Independence Act of 2015,2015-05-21,2015-07-28,Referred to the Subcommittee on Human Resources.
144,Local Leadership in Education Act,2015-01-09,2015-01-09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1440,Credit Union Residential Loan Parity Act,2015-05-21,2015-03-18,Referred to the House Committee on Financial Services.
1441,Stop Militarizing Law Enforcement Act,2015-05-21,2015-05-21,Read twice and referred to the Committee on Armed Services.
1442,ERASE Act,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry."
1443,"Indian Employment, Training and Related Services Consolidation Act of 2015",2015-05-21,2016-07-18,Held at the desk.
1444,Distillery Excise Tax Reform Act of 2015,2015-05-21,2015-02-27,Referred to the House Committee on Ways and Means.
1445,Microloan Act of 2015,2015-05-21,2015-05-21,Read twice and referred to the Committee on Small Business and Entrepreneurship.
1446,SOAR to Health and Wellness Act of 2015,2015-05-21,2016-06-08,Referred to the House Committee on Energy and Commerce.
1447,Sustainable Chemistry Research and Development Act of 2015,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1448,"S. 1448, Frank Moore Wild Steelhead Special Management Area Designation Act",2015-05-21,2016-09-08,Placed on Senate Legislative Calendar under General Orders. Calendar No. 622.
1449,Building Better Trucks Act,2015-05-21,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
145,"S. 145, National Park Access Act",2015-01-12,2015-09-09,Placed on Senate Legislative Calendar under General Orders. Calendar No. 204.
1450,Department of Veterans Affairs Emergency Medical Staffing Recruitment and Retention Act,2015-05-21,2016-12-07,Received in the Senate.
1451,Veterans' Survivors Claims Processing Automation Act of 2015,2015-05-21,2015-07-09,Forwarded by Subcommittee to Full Committee by Voice Vote .
1452,Veterans Emergency Health Care Safety Net Expansion Act of 2015,2015-05-21,2015-05-21,Read twice and referred to the Committee on Veterans' Affairs.
1453,Puerto Rico Medicare Part B Equity Act of 2015,2015-05-21,2015-06-05,Referred to the Subcommittee on Health.
1454,Transportation and Logistics Hiring Reform Act,2015-05-21,2015-05-21,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1455,"S. 1455, Recovery Enhancement for Addiction Treatment (TREAT) Act",2015-05-22,2015-06-16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1456,Rural ACO Improvement Act of 2015,2015-05-22,2015-05-22,Read twice and referred to the Committee on Finance.
1457,Alabama-Coushatta Tribe of Texas Equal and Fair Opportunity Settlement Act,2015-05-22,2015-05-22,Read twice and referred to the Committee on Indian Affairs.
1458,STREAM Act of 2015,2015-05-22,2015-05-22,Read twice and referred to the Committee on Energy and Natural Resources.
1459,Cider Investment and Development through Excise Tax Reduction (CIDER) Act,2015-05-22,2015-05-22,Read twice and referred to the Committee on Finance.
146,Public Access to Public Land Guarantee Act,2015-01-12,2015-06-10,Committee on Energy and Natural Resources Senate Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 114-338.
1460,Fry Scholarship Enhancement Act of 2015,2015-05-22,2015-06-05,Referred to the Subcommittee on Economic Opportunity.
1461,A bill to provide for the extension of the enforcement instruction on supervision requirements for outpatient therapeutic services in critical access and small rural hospitals through 2015.,2015-05-22,2015-12-18,Became Public Law No: 114-112.
1462,Eliminating Dangerous Oil Cars and Ensuring Community Safety Act,2015-05-22,2015-05-22,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1463,Access to Community Care for Veterans Act of 2015,2015-05-22,2015-05-26,"Referred to the Committee on Veterans' Affairs, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
1464,Boating Capacity Standards Act of 2015,2015-05-22,2015-05-22,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1465,FAST Act,2015-05-22,2015-06-23,Referred to the Subcommittee on Health.
1466,Ensuring Equal Access to Treatments Act of 2015,2015-05-22,2015-05-22,Read twice and referred to the Committee on Finance.
1467,Pedestrian Safety Act of 2015,2015-05-22,2015-07-09,"Read twice and referred to the Committee on Commerce, Science, and Transportation. (Sponsor introductory remarks on measure: CR S4957-4958; text of measure as introduced: CR S4958-4962)"
1468,"A bill to designate the arboretum at the Hunter Holmes McGuire VA Medical Center in Richmond, Virginia, as the ""Phyllis E. Galanti Arboretum"".",2015-05-22,2015-05-22,Read twice and referred to the Committee on Veterans' Affairs.
1469,FISA Reform Act of 2015,2015-05-23,2015-05-23,Read twice and referred to the Committee on the Judiciary.
147,Keystone XL Pipeline Approval Act,2015-01-12,2015-01-12,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 3.
1470,RISE After Disaster Act of 2015,2015-05-31,2016-09-15,Committee on Small Business and Entrepreneurship. Hearings held.
1471,Transparency for the Families of 9/11 Victims and Survivors Act of 2015,2015-06-01,2015-06-01,Read twice and referred to the Select Committee on Intelligence.
1472,Broadband Adoption Act of 2015,2015-06-01,2015-06-01,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1473,A bill to authorize the appropriation of funds to the Centers for Disease Control and Prevention for conducting or supporting research on firearms safety or gun violence prevention.,2015-06-02,2015-06-05,Referred to the Subcommittee on Health.
1474,Handgun Trigger Safety Act of 2015,2015-06-02,2015-06-16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1475,"Saving Lives, Saving Costs Act",2015-06-02,2015-06-16,Referred to the Subcommittee on the Constitution and Civil Justice.
1476,PRIDE Act,2015-06-02,2015-09-28,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
1477,Long Range Strike Aircraft Mix Act of 2015,2015-06-02,2015-06-02,Read twice and referred to the Committee on Armed Services.
1478,Department of Defense Cyber Support to Civil Authorities Act of 2015,2015-06-02,2015-10-22,Vetoed by President.
1479,BUILD Act,2015-06-02,2016-07-01,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
148,Medicare DMEPOS Competitive Bidding Improvement Act of 2015,2015-01-12,2015-01-12,Read twice and referred to the Committee on Finance.
1480,Lobbying and Campaign Finance Reform Act of 2015,2015-06-02,2015-06-02,Read twice and referred to the Committee on Rules and Administration.
1481,Urban Flooding Awareness Act of 2015,2015-06-02,2015-06-02,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S3674; text of measure as introduced: CR S3458-3459)"
1482,Need-Based Educational Aid Act of 2015,2015-06-02,2015-07-23,"Placed on the Union Calendar, Calendar No. 169."
1483,"S. 1483, James K. Polk Presidential Home Study Act",2015-06-02,2015-10-23,Referred to the Subcommittee on Federal Lands.
1484,"S. 1484, Financial Regulatory Improvement Act of 2015",2015-06-02,2015-07-23,"Committee on Banking, Housing, and Urban Affairs. Hearings held."
1485,Water Efficiency Innovation Act of 2015,2015-06-02,2015-06-02,Read twice and referred to the Committee on Energy and Natural Resources.
1486,Patriot Employer Tax Credit Act,2015-06-02,2015-06-02,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S3641; text of measure as introduced: CR S3459-3461)
1487,Regulatory Predictability for Business Growth Act of 2015,2015-06-03,2015-11-03,Subcommittee Hearings Held.
1488,Part D Beneficiary Appeals Fairness Act,2015-06-03,2015-06-03,Read twice and referred to the Committee on Finance.
1489,Cuban Military Transparency Act,2015-06-03,2015-06-25,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
149,Medical Device Access and Innovation Protection Act,2015-01-13,2015-01-13,Read twice and referred to the Committee on Finance.
1490,Seniors Fraud Prevention Act of 2015,2015-06-03,2016-11-15,Placed on Senate Legislative Calendar under General Orders. Calendar No. 663.
1491,Community Lender Regulatory Relief and Consumer Protection Act of 2015,2015-06-03,2015-10-28,"Committee on Banking, Housing, and Urban Affairs Subcommittee on Financial Institutions and Consumer Protection. Hearings held."
1492,"S. 1492, a bill to direct the Administrator of the General Services, on behalf of the Archivist of the United States, to convey certain Federal property located in the State of Alaska to the Municipality of Anchorage, Alaska",2015-06-03,2015-06-02,Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
1493,"S. 1493, Veterans’ Compensation Cost-of-Living Adjustment Act of 2015",2015-06-03,2015-07-29,Received in the Senate and Read twice and referred to the Committee on Veterans' Affairs.
1494,Children's Recovery from Trauma Act,2015-06-03,2015-06-05,Referred to the Subcommittee on Health.
1495,"S. 1495, Fairness for Crime Victims Act of 2015",2015-06-03,2015-07-21,Placed on Senate Legislative Calendar under General Orders. Calendar No. 158.
1496,Ensuring Department of Veterans Affairs Employee Accountability Act,2015-06-03,2015-06-03,Read twice and referred to the Committee on Veterans' Affairs.
1497,"A bill to exempt the Indian Health Service, the Bureau of Indian Affairs, and certain other programs for Indians from sequestration.",2015-06-03,2015-06-03,Read twice and referred to the Committee on the Budget.
1498,"A bill to amend title 10, United States Code, to require that military working dogs be retired in the United States, and for other purposes.",2015-06-03,2015-06-03,Read twice and referred to the Committee on Armed Services. (Sponsor introductory remarks on measure: CR S3681; text of measure as introduced: CR S3681)
1499,Vehicle-to-Infrastructure Safety Technology Investment Flexibility Act of 2015,2015-06-03,2015-06-03,Read twice and referred to the Committee on Environment and Public Works.
15,Protecting States' Rights to Promote American Energy Security Act,2015-01-06,2015-06-09,Committee on Energy and Natural Resources. Hearings held.
150,Biennial Budgeting and Appropriations Act,2015-01-13,2015-11-04,Committee on the Budget. Hearings held.
1500,Sensible Environmental Protection Act of 2015,2015-06-03,2015-10-29,Placed on Senate Legislative Calendar under General Orders. Calendar No. 284.
1501,American Job Creation and Investment Promotion Reform Act of 2015,2015-06-03,2016-02-02,Committee on the Judiciary. Hearings held.
1502,"A bill to authorize the award of the Medal of Honor to James Megellas, formerly of Fond du Lac, Wisconsin, and currently of Colleyville, Texas, for acts of valor on January 28, 1945, during the Battle of the Bulge in World War II.",2015-06-04,2015-08-13,Referred to the Subcommittee on Military Personnel.
1503,"Lyme and Tick-Borne Disease Prevention, Education, and Research Act of 2015",2015-06-04,2015-02-06,Referred to the Subcommittee on Health.
1504,MOVE Act,2015-06-04,2015-06-04,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1505,School Building Fairness Act of 2015,2015-06-04,2015-06-04,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1506,Employ Young Americans Now Act,2015-06-04,2015-11-16,Referred to the Subcommittee on Higher Education and Workforce Training.
1507,Visa Waiver Program Enhanced Security and Reform Act,2015-06-04,2015-06-04,Read twice and referred to the Committee on the Judiciary.
1508,Harriet Tubman Tribute Act of 2015,2015-06-04,2015-06-02,Referred to the House Committee on Financial Services.
1509,Treat and Reduce Obesity Act of 2015,2015-06-04,2015-06-04,Read twice and referred to the Committee on Finance.
151,Filipino Veterans Promise Act,2015-01-13,2015-01-13,Read twice and referred to the Committee on Veterans' Affairs.
1510,Wild Olympics Wilderness and Wild and Scenic Rivers Act of 2015,2015-06-04,2016-04-21,"Committee on Energy and Natural Resources Senate Subcommittee on Public Lands, Forests, and Mining. Hearings held. With printed Hearing: S.Hrg. 114-500."
1511,STORIS Act,2015-06-04,2015-08-13,Referred to the Subcommittee on Seapower and Projection Forces.
1512,Pregnant Workers Fairness Act,2015-06-04,2015-06-04,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions."
1513,Second Chance Reauthorization Act,2015-06-04,2015-06-04,Read twice and referred to the Committee on the Judiciary.
1514,Medicare Secondary Payer and Workers' Compensation Settlement Agreements Act of 2015,2015-06-04,2015-06-08,Referred to the Subcommittee on Health.
1515,BONDS Act,2015-06-04,2015-06-04,Referred to the House Committee on Ways and Means.
1516,POWER Act,2015-06-04,2015-06-04,Referred to the House Committee on Ways and Means.
1517,VOW to Hire Heroes Extension Act of 2015,2015-06-04,2015-05-12,Referred to the House Committee on Ways and Means.
1518,Reinforcing American-Made Products Act of 2015,2015-06-04,2016-03-07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 381.
1519,PORTS Act,2015-06-04,2015-11-16,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
152,"S. 152, Keep the Promise Act of 2015",2015-01-13,2015-12-18,Placed on Senate Legislative Calendar under General Orders. Calendar No. 342.
1520,Protecting Domestic Violence and Stalking Victims Act of 2015,2015-06-04,2015-06-04,Read twice and referred to the Committee on the Judiciary.
1521,Charity Care Expansion Act of 2015,2015-06-04,2015-06-04,Read twice and referred to the Committee on Finance.
1522,Land Management Workforce Flexibility Act,2015-06-08,2015-06-08,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.
1523,"A bill to amend the Federal Water Pollution Control Act to reauthorize the National Estuary Program, and for other purposes.",2015-06-08,2016-05-20,Became Public Law No: 114-162.
1524,"Concrete Masonry Products Research, Education, and Promotion Act",2015-06-08,2015-06-08,"Read twice and referred to the Committee on Commerce, Science, and Transportation."
1525,A bill to block any action from being taken to finalize or give effect to a certain proposed rule governing the Federal child support enforcement program.,2015-06-08,2015-06-09,Referred to the House Committee on Ways and Means.
1526,"S. 1526, Construction Consensus Procurement Improvement Act of 2015",2015-06-08,2016-10-27,Placed on Senate Legislative Calendar under General Orders. Calendar No. 656.
1527,Improving Department of State Oversight Act of 2015,2015-06-08,2016-12-16,Became Public Law No: 114-323.
1528,Department of Defense Energy Security Act of 2015,2015-06-09,2015-06-09,Read twice and referred to the Committee on Armed Services.
1529,Crime Gun Tracing Act of 2015,2015-06-09,2015-05-15,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
153,I-Squared Act of 2015,2015-01-13,2015-01-13,Read twice and referred to the Committee on the Judiciary.
1530,Keeping Moving to Work Promises Act,2015-06-09,2015-06-09,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
